0.00662252 0.00662252 1.00638 
0.013245 0.00662252 1.0128 
0.0198675 0.00662252 1.01923 
0.0264901 0.00662252 1.02568 
0.0331126 0.00662252 1.03214 
0.0397351 0.00662252 1.03858 
0.0463576 0.00662252 1.04503 
0.0529801 0.00662252 1.05148 
0.0596026 0.00662252 1.05794 
0.0662252 0.00662252 1.06439 
0.0728477 0.00662252 1.07085 
0.0794702 0.00662252 1.0773 
0.0860927 0.00662252 1.08375 
0.0927152 0.00662252 1.0902 
0.0993377 0.00662252 1.09665 
0.10596 0.00662252 1.10309 
0.112583 0.00662252 1.10953 
0.119205 0.00662252 1.11597 
0.125828 0.00662252 1.1224 
0.13245 0.00662252 1.12883 
0.139073 0.00662252 1.13525 
0.145695 0.00662252 1.14166 
0.152318 0.00662252 1.14807 
0.15894 0.00662252 1.15447 
0.165563 0.00662252 1.16087 
0.172185 0.00662252 1.16725 
0.178808 0.00662252 1.17363 
0.18543 0.00662252 1.18 
0.192053 0.00662252 1.18636 
0.198675 0.00662252 1.19272 
0.205298 0.00662252 1.19906 
0.211921 0.00662252 1.2054 
0.218543 0.00662252 1.21172 
0.225166 0.00662252 1.21803 
0.231788 0.00662252 1.22433 
0.238411 0.00662252 1.23062 
0.245033 0.00662252 1.2369 
0.251656 0.00662252 1.24317 
0.258278 0.00662252 1.24942 
0.264901 0.00662252 1.25567 
0.271523 0.00662252 1.26189 
0.278146 0.00662252 1.26811 
0.284768 0.00662252 1.27431 
0.291391 0.00662252 1.2805 
0.298013 0.00662252 1.28667 
0.304636 0.00662252 1.29283 
0.311258 0.00662252 1.29897 
0.317881 0.00662252 1.30509 
0.324503 0.00662252 1.3112 
0.331126 0.00662252 1.31729 
0.337748 0.00662252 1.32337 
0.344371 0.00662252 1.32943 
0.350993 0.00662252 1.33547 
0.357616 0.00662252 1.34149 
0.364238 0.00662252 1.34749 
0.370861 0.00662252 1.35347 
0.377483 0.00662252 1.35944 
0.384106 0.00662252 1.36538 
0.390728 0.00662252 1.37131 
0.397351 0.00662252 1.37721 
0.403974 0.00662252 1.3831 
0.410596 0.00662252 1.38896 
0.417219 0.00662252 1.3948 
0.423841 0.00662252 1.40061 
0.430464 0.00662252 1.40641 
0.437086 0.00662252 1.41218 
0.443709 0.00662252 1.41793 
0.450331 0.00662252 1.42365 
0.456954 0.00662252 1.42935 
0.463576 0.00662252 1.43502 
0.470199 0.00662252 1.44067 
0.476821 0.00662252 1.44629 
0.483444 0.00662252 1.45188 
0.490066 0.00662252 1.45745 
0.496689 0.00662252 1.46299 
0.503311 0.00662252 1.46851 
0.509934 0.00662252 1.47399 
0.516556 0.00662252 1.47944 
0.523179 0.00662252 1.48487 
0.529801 0.00662252 1.49026 
0.536424 0.00662252 1.49563 
0.543046 0.00662252 1.50096 
0.549669 0.00662252 1.50626 
0.556291 0.00662252 1.51152 
0.562914 0.00662252 1.51676 
0.569536 0.00662252 1.52196 
0.576159 0.00662252 1.52712 
0.582781 0.00662252 1.53225 
0.589404 0.00662252 1.53734 
0.596026 0.00662252 1.54239 
0.602649 0.00662252 1.54741 
0.609272 0.00662252 1.55238 
0.615894 0.00662252 1.55732 
0.622517 0.00662252 1.56221 
0.629139 0.00662252 1.56707 
0.635762 0.00662252 1.57188 
0.642384 0.00662252 1.57664 
0.649007 0.00662252 1.58136 
0.655629 0.00662252 1.58603 
0.662252 0.00662252 1.59066 
0.668874 0.00662252 1.59523 
