0.0196078 0.0196078 0.101924 
0.0392157 0.0196078 0.103866 
0.0588235 0.0196078 0.105807 
0.0784314 0.0196078 0.107745 
0.0980392 0.0196078 0.10968 
0.117647 0.0196078 0.11161 
0.137255 0.0196078 0.113536 
0.156863 0.0196078 0.115456 
0.176471 0.0196078 0.117369 
0.196078 0.0196078 0.119275 
0.215686 0.0196078 0.121173 
0.235294 0.0196078 0.123062 
0.254902 0.0196078 0.124941 
0.27451 0.0196078 0.126809 
0.294118 0.0196078 0.128665 
0.313725 0.0196078 0.130509 
0.333333 0.0196078 0.13234 
0.352941 0.0196078 0.134156 
0.372549 0.0196078 0.135958 
0.392157 0.0196078 0.137743 
0.411765 0.0196078 0.139512 
0.431373 0.0196078 0.141263 
0.45098 0.0196078 0.142996 
0.470588 0.0196078 0.144709 
0.490196 0.0196078 0.146402 
0.509804 0.0196078 0.148073 
0.529412 0.0196078 0.149721 
0.54902 0.0196078 0.151346 
0.568627 0.0196078 0.152946 
0.588235 0.0196078 0.154519 
0.607843 0.0196078 0.156065 
0.627451 0.0196078 0.157582 
0.647059 0.0196078 0.159068 
0.666667 0.0196078 0.160522 
0.686275 0.0196078 0.16194 
0.705882 0.0196078 0.163321 
0.72549 0.0196078 0.16466 
0.745098 0.0196078 0.165954 
0.764706 0.0196078 0.167198 
0.784314 0.0196078 0.168384 
0.803922 0.0196078 0.169504 
0.823529 0.0196078 0.170546 
0.843137 0.0196078 0.17149 
0.862745 0.0196078 0.172313 
0.882353 0.0196078 0.172976 
0.901961 0.0196078 0.173424 
0.921569 0.0196078 0.173584 
0.941176 0.0196078 0.1734 
0.960784 0.0196078 0.173045 
0.980392 0.0196078 0.173992 
0.0196078 0.0392157 0.101849 
0.0392157 0.0392157 0.103773 
0.0588235 0.0392157 0.105696 
0.0784314 0.0392157 0.107616 
0.0980392 0.0392157 0.109533 
0.117647 0.0392157 0.111445 
0.137255 0.0392157 0.113352 
0.156863 0.0392157 0.115252 
0.176471 0.0392157 0.117146 
0.196078 0.0392157 0.119031 
0.215686 0.0392157 0.120907 
0.235294 0.0392157 0.122773 
0.254902 0.0392157 0.124629 
0.27451 0.0392157 0.126472 
0.294118 0.0392157 0.128303 
0.313725 0.0392157 0.13012 
0.333333 0.0392157 0.131923 
0.352941 0.0392157 0.13371 
0.372549 0.0392157 0.13548 
0.392157 0.0392157 0.137232 
0.411765 0.0392157 0.138965 
0.431373 0.0392157 0.140679 
0.45098 0.0392157 0.142372 
0.470588 0.0392157 0.144042 
0.490196 0.0392157 0.145688 
0.509804 0.0392157 0.14731 
0.529412 0.0392157 0.148905 
0.54902 0.0392157 0.150473 
0.568627 0.0392157 0.15201 
0.588235 0.0392157 0.153517 
0.607843 0.0392157 0.154989 
0.627451 0.0392157 0.156426 
0.647059 0.0392157 0.157824 
0.666667 0.0392157 0.159179 
0.686275 0.0392157 0.160489 
0.705882 0.0392157 0.161748 
0.72549 0.0392157 0.162951 
0.745098 0.0392157 0.16409 
0.764706 0.0392157 0.165155 
0.784314 0.0392157 0.166135 
0.803922 0.0392157 0.167013 
0.823529 0.0392157 0.167767 
0.843137 0.0392157 0.168363 
0.862745 0.0392157 0.168755 
0.882353 0.0392157 0.168874 
0.901961 0.0392157 0.168612 
0.921569 0.0392157 0.167789 
0.941176 0.0392157 0.166078 
0.960784 0.0392157 0.162752 
0.980392 0.0392157 0.155655 
0.0196078 0.0588235 0.101735 
0.0392157 0.0588235 0.103642 
0.0588235 0.0588235 0.105548 
0.0784314 0.0588235 0.10745 
0.0980392 0.0588235 0.109349 
0.117647 0.0588235 0.111242 
0.137255 0.0588235 0.11313 
0.156863 0.0588235 0.115011 
0.176471 0.0588235 0.116885 
0.196078 0.0588235 0.118749 
0.215686 0.0588235 0.120604 
0.235294 0.0588235 0.122448 
0.254902 0.0588235 0.124281 
0.27451 0.0588235 0.1261 
0.294118 0.0588235 0.127906 
0.313725 0.0588235 0.129696 
0.333333 0.0588235 0.131471 
0.352941 0.0588235 0.133228 
0.372549 0.0588235 0.134967 
0.392157 0.0588235 0.136686 
0.411765 0.0588235 0.138385 
0.431373 0.0588235 0.140061 
0.45098 0.0588235 0.141714 
0.470588 0.0588235 0.143342 
